hour_of_day,day_of_week,is_weekend,is_night,location_type,incident_count_7d,incident_count_30d,lighting_score,crowd_density,safety_label
0,0,0,1,0,5,10,0.1472,0.638,1
23,2,0,1,0,10,15,0.1452,0.0662,1
10,5,1,0,2,14,17,0.7347,0.4435,1
6,6,1,0,2,13,15,0.4544,0.222,1
21,1,0,1,4,3,16,0.7952,0.4905,2
17,6,1,0,2,18,29,0.1411,0.247,1
17,1,0,0,4,5,11,0.0399,0.8318,3
6,2,0,0,4,16,28,0.6979,0.7211,1
23,2,0,1,1,6,15,0.9947,0.9066,2
10,2,0,0,4,1,9,0.0948,0.198,3
12,6,1,0,2,19,20,0.8643,0.3854,1
18,5,1,0,2,11,19,0.3853,0.8055,1
15,5,1,0,0,4,5,0.0168,0.3738,2
4,1,0,1,1,0,10,0.51,0.3791,2
7,6,1,0,2,2,3,0.2789,0.986,2
8,3,0,0,1,3,10,0.6934,0.7709,3
22,4,0,1,2,18,23,0.2878,0.8608,1
17,4,0,0,0,3,4,0.4817,0.407,3
8,4,0,0,1,3,10,0.2006,0.5859,3
17,4,0,0,3,16,19,0.8281,0.4506,1
17,3,0,0,3,17,20,0.9254,0.4503,1
9,4,0,0,4,4,17,0.4033,0.1277,3
9,6,1,0,4,13,18,0.4489,0.8421,2
21,2,0,1,4,10,16,0.9827,0.3905,2
13,3,0,0,0,11,11,0.1421,0.5818,2
3,1,0,1,3,6,10,0.2426,0.8571,1
17,2,0,0,1,15,20,0.5673,0.7735,2
14,5,1,0,1,17,27,0.8807,0.1982,2
12,4,0,0,1,14,15,0.2924,0.6185,2
17,1,0,0,2,18,31,0.2962,0.4957,1
21,3,0,1,0,2,3,0.3258,0.2602,1
7,5,1,0,2,13,22,0.0166,0.0409,1
10,0,0,0,0,19,19,0.1699,0.6298,1
4,0,0,1,2,10,22,0.9946,0.7799,1
15,2,0,0,3,18,28,0.2489,0.9417,1
9,4,0,0,0,6,18,0.0199,0.355,2
8,2,0,0,0,17,30,0.2785,0.3992,1
16,5,1,0,4,18,30,0.4084,0.163,1
9,5,1,0,3,12,21,0.5478,0.9846,2
11,3,0,0,1,14,26,0.0686,0.8496,2
10,2,0,0,4,10,11,0.7904,0.9576,3
6,0,0,0,1,6,15,0.8255,0.4953,3
3,5,1,1,4,10,24,0.2132,0.2098,1
19,6,1,0,0,19,24,0.7984,0.5732,1
2,3,0,1,3,0,14,0.1084,0.3721,1
7,3,0,0,0,4,11,0.4231,0.3479,2
16,5,1,0,0,9,16,0.9364,0.0824,2
3,4,0,1,2,6,10,0.8919,0.0731,2
15,0,0,0,0,12,13,0.3751,0.3788,2
17,4,0,0,2,7,20,0.4881,0.9262,2
15,6,1,0,1,13,23,0.2865,0.723,2
7,5,1,0,0,2,8,0.5154,0.7606,3
0,3,0,1,4,6,20,0.6819,0.2343,2
21,3,0,1,4,13,15,0.0927,0.7345,1
7,1,0,0,4,9,20,0.9198,0.4063,3
19,4,0,0,0,14,20,0.7189,0.0594,2
4,1,0,1,1,12,21,0.0968,0.3948,1
3,2,0,1,1,6,6,0.869,0.1313,2
18,1,0,0,1,8,17,0.7437,0.8537,2
22,2,0,1,2,19,29,0.3131,0.8403,1
20,2,0,1,2,19,33,0.5214,0.2875,1
18,0,0,0,2,0,5,0.8601,0.6119,3
5,5,1,0,1,14,15,0.9681,0.3638,2
21,3,0,1,4,9,9,0.2811,0.1542,1
16,6,1,0,4,0,2,0.6506,0.6494,3
4,1,0,1,1,12,16,0.8602,0.7601,1
3,4,0,1,1,0,12,0.9882,0.7747,3
20,1,0,1,2,6,8,0.0707,0.1492,1
6,3,0,0,1,13,15,0.5036,0.5126,2
18,3,0,0,4,16,16,0.8737,0.0239,2
3,3,0,1,2,8,13,0.0032,0.0902,1
6,4,0,0,0,16,25,0.4372,0.0811,1
6,5,1,0,0,16,20,0.5842,0.0572,1
6,2,0,0,0,8,15,0.5265,0.3338,2
16,5,1,0,1,3,6,0.7328,0.3577,3
21,1,0,1,1,13,25,0.0655,0.6979,1
21,2,0,1,4,0,0,0.7854,0.3299,2
17,2,0,0,4,17,20,0.2832,0.1404,1
4,6,1,1,0,7,15,0.8242,0.9469,1
23,0,0,1,4,15,27,0.4195,0.8755,1
13,2,0,0,2,14,20,0.0429,0.1242,1
13,2,0,0,1,9,10,0.9639,0.3628,3
16,5,1,0,2,19,27,0.7805,0.1681,1
18,3,0,0,2,15,19,0.3478,0.9591,1
22,6,1,1,0,17,21,0.27,0.356,1
13,5,1,0,4,1,14,0.589,0.0981,3
14,4,0,0,0,9,23,0.9873,0.7268,3
17,5,1,0,0,19,22,0.2902,0.7117,1
6,1,0,0,1,16,24,0.9483,0.241,2
7,3,0,0,0,9,17,0.3304,0.3215,2
15,4,0,0,0,1,15,0.7041,0.415,3
1,1,0,1,1,5,19,0.3817,0.2677,2
7,0,0,0,1,11,16,0.0851,0.2889,2
17,0,0,0,0,12,12,0.9362,0.8016,3
23,5,1,1,4,18,18,0.1639,0.7519,1
12,4,0,0,4,1,1,0.9447,0.6926,3
9,1,0,0,3,7,18,0.1033,0.6868,1
10,5,1,0,2,5,16,0.2669,0.5219,2
16,4,0,0,4,19,31,0.9209,0.3509,2
13,5,1,0,1,3,5,0.6585,0.7205,3
0,6,1,1,2,4,4,0.1895,0.1164,1
12,6,1,0,0,5,7,0.5921,0.1411,3
9,1,0,0,3,2,11,0.1804,0.1263,1
16,5,1,0,0,12,12,0.8744,0.7327,2
21,2,0,1,3,10,19,0.0149,0.5915,1
23,2,0,1,3,11,24,0.1589,0.4502,1
14,4,0,0,1,18,20,0.0635,0.4762,1
8,4,0,0,3,8,19,0.695,0.8276,2
10,2,0,0,1,6,14,0.9358,0.1217,3
4,6,1,1,1,7,21,0.8311,0.3832,2
22,1,0,1,2,16,19,0.3717,0.7602,1
20,0,0,1,1,10,13,0.2369,0.6578,1
20,0,0,1,3,3,3,0.0363,0.4351,1
7,5,1,0,1,13,23,0.8736,0.2243,2
7,2,0,0,2,14,27,0.0811,0.9464,1
20,3,0,1,4,4,4,0.6288,0.4079,2
13,4,0,0,1,11,18,0.3673,0.8778,2
16,3,0,0,2,11,21,0.9958,0.7778,2
11,4,0,0,4,3,14,0.5088,0.8615,3
10,0,0,0,1,0,13,0.5488,0.0169,3
15,1,0,0,0,14,24,0.9179,0.4774,2
19,6,1,0,1,12,25,0.9696,0.2594,2
8,3,0,0,4,14,28,0.5836,0.274,2
19,1,0,0,3,7,20,0.7962,0.2698,2
5,2,0,0,4,10,16,0.6348,0.3893,3
9,2,0,0,1,19,25,0.4274,0.4107,1
21,1,0,1,4,4,10,0.0573,0.634,2
22,2,0,1,1,13,27,0.7177,0.3004,1
22,5,1,1,3,2,6,0.2101,0.2728,1
7,0,0,0,4,1,12,0.1167,0.3606,3
20,2,0,1,1,19,28,0.2301,0.6865,1
22,3,0,1,4,2,2,0.7321,0.0002,2
23,3,0,1,3,13,20,0.0449,0.7469,1
0,6,1,1,3,10,12,0.2073,0.339,1
17,6,1,0,3,16,26,0.718,0.5762,1
23,2,0,1,0,10,16,0.3533,0.7615,1
18,3,0,0,3,13,18,0.2582,0.5108,1
5,0,0,0,1,17,17,0.373,0.6472,1
18,4,0,0,1,16,17,0.3592,0.9199,2
2,1,0,1,0,14,25,0.607,0.0299,1
11,0,0,0,0,3,15,0.7438,0.3495,3
15,4,0,0,4,3,7,0.8618,0.9269,3
10,1,0,0,1,9,21,0.03,0.8374,2
16,3,0,0,1,13,21,0.7266,0.6168,2
5,0,0,0,2,13,18,0.3142,0.2293,1
14,5,1,0,3,15,21,0.8386,0.3305,1
15,5,1,0,2,2,12,0.0757,0.858,2
15,4,0,0,2,3,16,0.5512,0.6983,3
6,5,1,0,4,2,9,0.5487,0.2857,3
7,3,0,0,2,10,15,0.3265,0.1322,1
6,1,0,0,3,12,23,0.9703,0.7808,1
11,1,0,0,4,2,9,0.1069,0.5762,2
14,1,0,0,3,17,22,0.1364,0.9634,1
8,1,0,0,0,6,12,0.6443,0.4065,3
9,2,0,0,1,13,21,0.5143,0.349,2
6,1,0,0,3,15,17,0.2645,0.2908,1
5,4,0,0,2,0,0,0.3043,0.4819,2
15,1,0,0,1,17,26,0.157,0.3227,2
19,4,0,0,1,19,21,0.8678,0.0732,1
6,2,0,0,0,19,26,0.5695,0.3121,1
20,4,0,1,1,2,13,0.2448,0.2189,2
13,3,0,0,3,7,10,0.3934,0.8154,2
4,6,1,1,0,4,9,0.9067,0.2356,2
8,3,0,0,4,9,23,0.8868,0.4589,3
0,2,0,1,1,19,19,0.0691,0.6727,1
0,4,0,1,4,15,26,0.6541,0.1492,1
8,4,0,0,1,15,17,0.153,0.5313,2
10,3,0,0,4,8,21,0.2109,0.8472,2
19,3,0,0,2,18,24,0.8642,0.5841,2
3,3,0,1,4,18,18,0.8952,0.4824,1
20,2,0,1,0,16,26,0.0827,0.8389,1
5,2,0,0,3,16,18,0.8739,0.9473,1
3,6,1,1,1,13,18,0.7285,0.821,1
16,4,0,0,1,1,8,0.7757,0.4084,3
18,0,0,0,0,5,16,0.7918,0.6117,3
14,6,1,0,4,15,21,0.5072,0.5266,1
2,4,0,1,3,6,18,0.2841,0.3033,1
2,0,0,1,4,3,10,0.2004,0.4353,2
9,5,1,0,2,18,23,0.505,0.8293,1
10,4,0,0,0,9,14,0.3186,0.3005,2
23,6,1,1,1,17,29,0.8224,0.8896,1
6,3,0,0,2,5,14,0.0827,0.9914,2
4,3,0,1,0,7,8,0.4337,0.3068,1
22,2,0,1,4,6,17,0.7735,0.1227,2
3,2,0,1,4,7,13,0.3123,0.9572,2
0,4,0,1,2,8,13,0.2405,0.1711,1
10,5,1,0,2,5,6,0.2625,0.7715,2
9,6,1,0,3,16,30,0.7136,0.0391,1
14,5,1,0,3,6,6,0.2868,0.2356,1
21,4,0,1,0,8,22,0.4027,0.2602,1
22,3,0,1,2,17,17,0.5457,0.2972,1
6,2,0,0,3,8,15,0.9408,0.9193,2
23,5,1,1,4,0,1,0.7943,0.1753,2
15,2,0,0,2,0,7,0.1853,0.1736,2
1,1,0,1,4,8,20,0.8831,0.6917,2
22,6,1,1,2,12,20,0.8448,0.9523,1
3,4,0,1,1,18,26,0.7452,0.3893,1
14,2,0,0,2,2,3,0.5169,0.7731,3
18,6,1,0,3,10,24,0.0698,0.031,1
5,6,1,0,4,5,10,0.7115,0.8241,3
6,2,0,0,1,9,17,0.5183,0.7234,2
11,3,0,0,1,8,21,0.3098,0.8966,3
21,3,0,1,3,6,15,0.003,0.6375,1
5,4,0,0,3,0,11,0.231,0.9413,3
15,6,1,0,1,1,3,0.6057,0.3899,3
10,3,0,0,3,10,16,0.1123,0.7325,1
2,5,1,1,0,4,12,0.6554,0.7256,1
17,4,0,0,1,6,8,0.8197,0.2686,3
19,6,1,0,4,1,6,0.3182,0.9206,3
13,2,0,0,2,0,12,0.082,0.7792,2
4,2,0,1,4,2,15,0.1397,0.8664,2
3,2,0,1,1,7,19,0.3579,0.3626,1
10,6,1,0,1,3,17,0.8134,0.8413,3
12,4,0,0,4,4,18,0.6343,0.315,3
13,1,0,0,4,6,8,0.8679,0.9644,3
5,0,0,0,4,5,17,0.9944,0.0239,3
12,3,0,0,1,0,9,0.2026,0.6192,3
7,5,1,0,4,2,14,0.6948,0.1122,3
16,3,0,0,2,19,28,0.4665,0.7187,1
19,3,0,0,4,13,14,0.4935,0.3637,2
15,5,1,0,4,2,10,0.3256,0.8706,3
0,3,0,1,2,5,16,0.3425,0.8727,2
23,6,1,1,1,7,8,0.6763,0.3681,1
0,4,0,1,4,18,25,0.6208,0.81,1
23,5,1,1,2,17,26,0.3185,0.6811,1
0,5,1,1,2,15,21,0.1186,0.4266,1
12,4,0,0,3,2,13,0.5782,0.3432,2
2,0,0,1,4,9,10,0.7394,0.2103,1
2,2,0,1,0,9,14,0.5586,0.0632,2
16,0,0,0,4,12,26,0.0037,0.5174,2
17,3,0,0,2,16,23,0.2823,0.54,1
2,1,0,1,0,6,8,0.7786,0.444,2
23,3,0,1,1,11,12,0.7425,0.9506,2
7,2,0,0,2,5,13,0.0104,0.0137,2
7,0,0,0,3,4,17,0.4703,0.8503,2
7,0,0,0,2,6,6,0.4373,0.8008,2
11,3,0,0,0,14,15,0.6523,0.7588,2
4,0,0,1,2,8,13,0.125,0.5249,1
10,5,1,0,1,13,16,0.6214,0.1904,2
5,5,1,0,1,13,14,0.9469,0.8629,2
1,4,0,1,3,7,11,0.1115,0.7446,1
8,1,0,0,4,19,28,0.3374,0.8328,1
16,5,1,0,0,0,12,0.0283,0.2358,3
18,4,0,0,3,17,21,0.0574,0.5544,1
8,2,0,0,2,0,10,0.9316,0.416,3
7,0,0,0,1,7,19,0.9755,0.6397,3
18,3,0,0,3,16,16,0.0056,0.7526,1
16,5,1,0,1,13,25,0.9007,0.1737,2
19,0,0,0,3,6,8,0.174,0.174,2
21,0,0,1,2,17,27,0.5614,0.0436,1
19,2,0,0,0,2,13,0.6781,0.1572,2
22,3,0,1,3,13,25,0.1077,0.2402,1
9,3,0,0,4,10,16,0.529,0.0725,2
9,2,0,0,2,4,13,0.6275,0.3557,2
7,1,0,0,3,18,18,0.1939,0.6752,1
5,0,0,0,0,15,21,0.9943,0.7931,2
17,0,0,0,1,0,14,0.2039,0.3458,3
17,0,0,0,1,1,3,0.0103,0.0838,3
19,4,0,0,3,1,3,0.9443,0.7594,3
4,5,1,1,1,8,18,0.4291,0.3912,1
11,3,0,0,3,8,15,0.3986,0.2514,2
5,0,0,0,1,14,20,0.2757,0.4707,1
21,2,0,1,3,13,16,0.0077,0.9699,1
6,6,1,0,1,0,2,0.2646,0.3726,3
3,1,0,1,2,9,20,0.3933,0.9595,1
13,3,0,0,0,15,20,0.5203,0.2532,2
21,3,0,1,3,17,28,0.1373,0.1055,1
21,2,0,1,0,5,11,0.879,0.1572,2
2,3,0,1,4,0,5,0.9113,0.7738,2
7,3,0,0,4,3,6,0.3172,0.5376,3
3,3,0,1,2,6,15,0.9596,0.5819,2
7,5,1,0,4,8,12,0.8649,0.9677,3
12,4,0,0,4,7,20,0.9276,0.5048,3
6,0,0,0,0,1,7,0.7063,0.117,3
1,0,0,1,3,6,18,0.0595,0.7185,1
12,2,0,0,1,5,12,0.1952,0.2079,2
1,6,1,1,4,9,15,0.9087,0.5815,2
5,0,0,0,4,1,7,0.507,0.8544,3
0,0,0,1,4,15,21,0.8905,0.4771,2
2,4,0,1,2,8,15,0.7205,0.3143,1
10,3,0,0,0,6,19,0.2125,0.5755,2
20,1,0,1,0,18,28,0.3848,0.127,1
18,1,0,0,0,14,14,0.9678,0.3076,2
2,4,0,1,4,2,2,0.0196,0.5041,2
0,3,0,1,2,2,2,0.7146,0.2542,2
8,4,0,0,1,0,10,0.9788,0.0393,3
15,1,0,0,2,11,14,0.1041,0.5851,1
17,3,0,0,0,7,12,0.272,0.4012,2
19,6,1,0,2,7,19,0.547,0.3906,1
8,2,0,0,2,10,11,0.8438,0.9968,2
4,2,0,1,3,10,12,0.152,0.1118,1
0,1,0,1,0,0,1,0.0596,0.1542,2
3,4,0,1,4,2,6,0.1272,0.8763,2
1,0,0,1,0,15,16,0.3759,0.1303,1
20,1,0,1,2,19,28,0.3225,0.9176,1
6,4,0,0,1,16,27,0.2197,0.672,2
19,0,0,0,3,18,20,0.8401,0.5282,1
13,6,1,0,3,9,16,0.0269,0.2784,1
12,2,0,0,0,16,20,0.8293,0.3595,2
10,2,0,0,2,17,18,0.9217,0.826,1
19,3,0,0,2,17,24,0.6301,0.0575,1
1,4,0,1,2,2,12,0.6254,0.7685,1
2,3,0,1,0,2,5,0.149,0.8278,2
10,6,1,0,0,8,19,0.5683,0.706,2
9,6,1,0,2,10,24,0.3752,0.0545,2
13,1,0,0,1,19,19,0.229,0.7427,1
17,4,0,0,2,6,8,0.5833,0.7232,3
14,2,0,0,0,16,20,0.0012,0.0131,1
6,6,1,0,3,17,29,0.2764,0.8923,1
7,1,0,0,0,19,21,0.656,0.1322,1
18,2,0,0,3,3,10,0.455,0.9608,2
4,4,0,1,4,4,12,0.1456,0.0708,1
12,5,1,0,1,4,5,0.0013,0.238,2
12,0,0,0,0,14,14,0.2704,0.6902,2
18,3,0,0,0,13,14,0.5491,0.1372,2
17,2,0,0,1,8,8,0.5345,0.185,3
11,4,0,0,0,1,8,0.1311,0.0112,3
7,3,0,0,4,10,24,0.6137,0.8265,2
8,6,1,0,4,14,19,0.9989,0.0376,2
9,6,1,0,4,9,12,0.5849,0.6326,2
5,4,0,0,4,5,8,0.5276,0.5823,3
15,4,0,0,2,11,25,0.6226,0.5112,2
5,6,1,0,1,13,27,0.8797,0.3752,2
15,1,0,0,2,11,20,0.946,0.2996,2
18,5,1,0,1,17,23,0.041,0.9569,1
23,5,1,1,4,6,8,0.205,0.7854,1
2,0,0,1,2,12,25,0.1158,0.9227,1
18,6,1,0,1,17,17,0.7724,0.7339,1
2,4,0,1,3,4,6,0.0137,0.829,1
8,2,0,0,1,5,15,0.9026,0.9642,3
4,3,0,1,1,0,2,0.0206,0.4536,2
3,3,0,1,1,7,8,0.6025,0.9069,2
4,6,1,1,0,0,8,0.2756,0.0431,2
1,6,1,1,0,14,14,0.4706,0.1079,1
19,5,1,0,2,1,5,0.4419,0.4904,2
1,4,0,1,4,13,22,0.7489,0.454,1
9,0,0,0,1,11,13,0.4966,0.4382,2
16,6,1,0,3,19,30,0.4212,0.5372,1
23,0,0,1,1,6,7,0.7303,0.5384,2
20,1,0,1,1,6,15,0.9258,0.8706,2
3,0,0,1,0,4,5,0.7939,0.3459,2
23,6,1,1,2,10,20,0.7367,0.3162,1
15,3,0,0,3,4,15,0.4877,0.7019,2
4,1,0,1,1,2,13,0.9002,0.6485,2
10,0,0,0,2,18,22,0.4863,0.8298,1
22,2,0,1,2,13,16,0.9303,0.3093,1
9,5,1,0,1,2,16,0.8029,0.0064,3
4,6,1,1,3,12,22,0.0451,0.9441,1
21,3,0,1,2,6,8,0.047,0.0442,1
22,4,0,1,0,3,3,0.7409,0.68,3
23,5,1,1,2,9,14,0.6858,0.3218,1
22,6,1,1,1,15,24,0.6021,0.4235,1
20,1,0,1,3,0,5,0.2929,0.838,1
10,6,1,0,1,7,19,0.5454,0.4196,2
4,3,0,1,4,18,25,0.3479,0.1444,1
14,6,1,0,3,7,21,0.565,0.7544,1
5,0,0,0,0,1,14,0.0284,0.0202,3
11,0,0,0,2,8,15,0.5793,0.2747,2
15,6,1,0,4,13,25,0.9024,0.5381,3
22,4,0,1,1,19,25,0.0043,0.4378,1
6,1,0,0,3,12,12,0.8453,0.6202,1
6,6,1,0,3,1,5,0.8019,0.3813,2
17,0,0,0,3,16,22,0.1061,0.3906,1
0,4,0,1,0,15,29,0.8468,0.3487,1
13,1,0,0,1,13,25,0.7635,0.8873,2
17,0,0,0,1,17,19,0.491,0.0173,1
13,5,1,0,1,15,15,0.2452,0.9396,2
9,5,1,0,4,4,11,0.2881,0.3582,3
19,0,0,0,0,8,16,0.6123,0.3649,3
8,0,0,0,2,10,21,0.2463,0.7259,1
17,4,0,0,4,9,12,0.3254,0.3883,2
11,0,0,0,4,12,24,0.9308,0.6166,2
0,5,1,1,3,14,20,0.2188,0.9036,1
12,6,1,0,4,2,7,0.7361,0.8462,3
1,5,1,1,2,11,17,0.9559,0.5154,1
22,1,0,1,3,0,14,0.0017,0.7167,1
14,1,0,0,2,10,15,0.2445,0.3924,2
8,4,0,0,0,8,16,0.658,0.776,3
11,0,0,0,0,4,17,0.4383,0.1702,3
14,3,0,0,4,19,19,0.1128,0.0456,1
6,3,0,0,0,5,13,0.7812,0.5407,3
6,5,1,0,1,1,11,0.0471,0.2153,2
10,1,0,0,3,7,20,0.5439,0.7287,2
6,5,1,0,2,15,15,0.5625,0.1013,1
18,4,0,0,2,0,10,0.636,0.0085,3
2,1,0,1,4,9,21,0.3156,0.6757,1
19,2,0,0,3,8,13,0.0236,0.5008,1
8,0,0,0,4,17,28,0.889,0.952,2
13,3,0,0,3,0,7,0.9292,0.2475,2
3,1,0,1,4,0,9,0.482,0.1233,2
9,0,0,0,3,11,16,0.0206,0.0231,1
18,3,0,0,2,3,5,0.5809,0.4442,2
6,3,0,0,4,14,26,0.3159,0.1008,2
3,0,0,1,4,5,8,0.1825,0.7756,2
12,1,0,0,0,11,13,0.169,0.072,2
3,0,0,1,4,0,13,0.1793,0.9208,2
7,4,0,0,3,13,27,0.3308,0.5409,1
10,2,0,0,4,10,19,0.2806,0.6964,2
13,0,0,0,3,0,8,0.8364,0.1309,2
15,1,0,0,4,5,10,0.4953,0.0895,2
16,6,1,0,1,1,10,0.4276,0.3537,3
20,1,0,1,0,0,9,0.1458,0.5204,2
1,4,0,1,0,13,20,0.8759,0.5755,1
8,3,0,0,1,8,17,0.0548,0.3298,2
0,1,0,1,1,16,24,0.2395,0.2727,1
0,2,0,1,2,5,18,0.6215,0.9814,1
5,0,0,0,0,14,24,0.7023,0.2727,2
14,5,1,0,0,12,17,0.8012,0.1379,2
21,2,0,1,2,13,22,0.4103,0.3595,1
18,3,0,0,3,16,19,0.3467,0.3039,1
15,1,0,0,0,14,17,0.2886,0.4217,2
18,5,1,0,2,14,26,0.5681,0.6237,1
4,1,0,1,3,14,22,0.1046,0.6031,1
20,3,0,1,3,8,8,0.0984,0.6983,1
21,6,1,1,0,14,19,0.0169,0.1567,1
2,4,0,1,3,16,30,0.2845,0.0459,1
11,4,0,0,0,14,23,0.0606,0.7908,2
19,6,1,0,1,12,25,0.2709,0.2172,2
11,1,0,0,1,1,9,0.9214,0.3157,3
20,6,1,1,4,8,8,0.7353,0.4557,1
22,3,0,1,0,1,3,0.5781,0.7163,2
11,2,0,0,3,2,3,0.6608,0.1636,2
1,1,0,1,4,7,18,0.0971,0.9024,1
8,5,1,0,4,9,20,0.8086,0.3215,2
5,6,1,0,1,10,16,0.2501,0.9827,2
11,4,0,0,0,18,28,0.9562,0.2854,2
14,0,0,0,1,15,23,0.2314,0.7257,2
11,3,0,0,3,8,19,0.6254,0.3767,2
4,5,1,1,0,6,16,0.5453,0.8366,1
7,2,0,0,3,14,20,0.1431,0.4624,1
16,5,1,0,1,5,14,0.3629,0.8705,2
0,4,0,1,3,17,21,0.2344,0.7539,1
5,0,0,0,3,15,26,0.2126,0.586,1
21,3,0,1,2,13,26,0.9629,0.25,1
2,1,0,1,3,4,7,0.0886,0.2599,1
9,3,0,0,4,12,22,0.6267,0.9914,2
4,2,0,1,1,16,17,0.6189,0.9254,1
2,5,1,1,2,1,6,0.4708,0.1384,1
10,6,1,0,3,3,13,0.6554,0.2041,2
12,3,0,0,4,10,14,0.7436,0.1068,2
4,3,0,1,2,7,10,0.619,0.2013,1
1,4,0,1,1,14,19,0.56,0.2902,1
3,4,0,1,4,8,9,0.6066,0.8376,2
15,4,0,0,4,19,28,0.402,0.0952,1
20,5,1,1,2,5,6,0.0709,0.8821,1
4,6,1,1,0,7,11,0.1597,0.9719,1
7,5,1,0,1,0,4,0.6067,0.2817,3
8,0,0,0,2,4,18,0.9272,0.4562,3
8,3,0,0,3,4,18,0.0257,0.5293,1
5,3,0,0,3,15,16,0.544,0.2057,1
1,3,0,1,4,6,8,0.2521,0.7316,1
12,3,0,0,0,4,14,0.5617,0.58,3
8,5,1,0,2,6,10,0.7497,0.1122,2
8,2,0,0,3,11,20,0.7355,0.896,1
6,1,0,0,4,15,28,0.7249,0.3022,2
22,3,0,1,0,19,21,0.7789,0.1562,1
14,5,1,0,4,0,14,0.0726,0.9819,3
10,2,0,0,0,16,16,0.5096,0.1029,1
4,0,0,1,0,7,10,0.2618,0.0597,1
19,6,1,0,4,16,23,0.9213,0.2376,2
21,1,0,1,3,0,13,0.2349,0.3193,1
0,4,0,1,4,12,20,0.1075,0.4338,1
22,5,1,1,3,18,20,0.073,0.6852,1
16,1,0,0,3,0,3,0.4552,0.3657,2
2,2,0,1,2,15,26,0.9629,0.5593,1
18,1,0,0,2,2,10,0.1097,0.0058,2
2,1,0,1,2,19,19,0.568,0.3849,1
1,1,0,1,1,14,21,0.3413,0.945,1
2,1,0,1,4,18,24,0.6463,0.7748,1
11,3,0,0,1,17,17,0.6487,0.7408,1
14,3,0,0,3,6,9,0.2406,0.3045,1
9,0,0,0,3,8,22,0.7858,0.4882,2
2,5,1,1,2,13,23,0.0913,0.8445,1
4,4,0,1,3,3,4,0.2454,0.8802,1
20,0,0,1,0,6,6,0.212,0.7105,2
23,5,1,1,1,1,6,0.5896,0.4565,2
18,0,0,0,2,17,23,0.3473,0.0732,1
2,3,0,1,1,4,10,0.6098,0.1194,2
19,3,0,0,4,8,18,0.2674,0.0003,2
16,3,0,0,4,9,11,0.569,0.3592,3
12,6,1,0,3,7,7,0.0082,0.0234,1
3,6,1,1,1,15,25,0.3745,0.435,1
23,1,0,1,0,18,31,0.8264,0.5975,1
10,4,0,0,3,11,13,0.463,0.5959,1
1,6,1,1,4,16,21,0.4993,0.5553,1
5,5,1,0,2,2,11,0.6216,0.2262,2
9,6,1,0,4,19,21,0.4342,0.5192,1
1,3,0,1,4,2,14,0.8671,0.9798,3
7,1,0,0,2,1,4,0.4033,0.4446,2
11,3,0,0,1,0,7,0.9426,0.8745,3
22,5,1,1,0,4,9,0.8769,0.3814,2
2,6,1,1,3,16,26,0.1263,0.623,1
13,4,0,0,2,6,8,0.3658,0.4818,2
21,4,0,1,0,15,16,0.6766,0.6886,1
19,3,0,0,0,8,15,0.7553,0.8974,3
22,2,0,1,4,2,14,0.1859,0.4409,2
4,2,0,1,1,9,18,0.241,0.7574,1
19,3,0,0,1,4,15,0.1463,0.8825,3
23,5,1,1,3,5,11,0.2282,0.7895,1
7,3,0,0,1,10,12,0.7144,0.0246,2
11,5,1,0,4,15,21,0.1891,0.0002,1
12,0,0,0,3,11,25,0.5369,0.883,1
11,5,1,0,1,4,15,0.7642,0.7293,2
6,3,0,0,1,14,24,0.947,0.9581,2
23,6,1,1,4,13,17,0.1785,0.2925,1
22,3,0,1,2,4,12,0.3043,0.788,1
9,3,0,0,4,17,26,0.3483,0.8015,1
19,0,0,0,1,16,25,0.625,0.8573,2
9,5,1,0,0,12,25,0.1364,0.692,2
19,4,0,0,4,5,15,0.1934,0.1383,3
14,6,1,0,1,7,10,0.7804,0.6809,2
11,0,0,0,4,8,11,0.5421,0.6045,3
3,1,0,1,3,3,12,0.0481,0.3337,1
15,6,1,0,1,6,18,0.3884,0.2086,2
7,0,0,0,3,2,16,0.1345,0.8851,2
5,3,0,0,0,3,12,0.3627,0.1419,3
4,2,0,1,1,14,21,0.4002,0.4222,1
23,6,1,1,1,2,14,0.1121,0.6228,2
2,5,1,1,3,9,23,0.018,0.9718,1
19,6,1,0,2,8,8,0.8816,0.671,2
20,2,0,1,3,0,4,0.2663,0.3049,1
0,4,0,1,2,16,21,0.0026,0.0607,1
14,4,0,0,3,19,27,0.6412,0.3177,1
13,6,1,0,0,12,16,0.0937,0.2928,1
8,0,0,0,3,13,17,0.8101,0.8191,1
16,6,1,0,0,4,4,0.8796,0.3766,3
9,2,0,0,0,16,16,0.6166,0.0984,2
10,0,0,0,3,15,21,0.6132,0.87,1
10,4,0,0,0,8,22,0.3715,0.0181,2
19,5,1,0,3,14,18,0.2495,0.003,1
15,0,0,0,0,19,22,0.4993,0.4748,2
9,0,0,0,0,12,15,0.1337,0.0692,2
22,6,1,1,4,3,17,0.6722,0.1771,2
19,6,1,0,0,6,15,0.4701,0.9853,2
22,1,0,1,4,3,12,0.1776,0.8444,2
17,6,1,0,1,6,8,0.5883,0.764,3
9,6,1,0,3,17,30,0.7953,0.6708,1
18,6,1,0,4,3,5,0.5888,0.0478,3
7,1,0,0,0,17,31,0.5297,0.8359,1
6,4,0,0,1,5,19,0.8477,0.4712,3
